ec46a459-3498-3205-955a-5baffa83acfa,4.52,0.07743362831858407,/dataset_seg/ec46a459-3498-3205-955a-5baffa83acfa.npz,turn on faucet,/smartphone/1637466857776.npz,,1.2442973424036632
119872f1-4c83-358d-bfb0-4e476aaa6cb4,6.54,0.0775993883792049,/dataset_seg/119872f1-4c83-358d-bfb0-4e476aaa6cb4.npz,wash food,/smartphone/1637466857776.npz,,2.7644423424036626
2e7a349e-575a-34b7-8893-74f0336e2ce5,10.0,0.06925,/dataset_seg/2e7a349e-575a-34b7-8893-74f0336e2ce5.npz,turn off faucet,/smartphone/1637466857776.npz,,6.304545342403664
6975d177-b6cb-32d0-8e9e-f98e324e52e8,7.375,0.07016949152542373,/dataset_seg/6975d177-b6cb-32d0-8e9e-f98e324e52e8.npz,take knife somewhere,/smartphone/1637466857776.npz,,14.744395342403664
2e585640-5c93-3010-bec6-bfb5b298ba15,10.0,0.06725,/dataset_seg/2e585640-5c93-3010-bec6-bfb5b298ba15.npz,chop fruit,/smartphone/1637466857776.npz,,19.116542342403662
1a4771c6-e97d-3780-8180-c86d0da1351c,10.0,0.0745,/dataset_seg/1a4771c6-e97d-3780-8180-c86d0da1351c.npz,chop fruit,/smartphone/1637466857776.npz,,31.088800342403665
7598f6df-e43f-3e2b-a269-4f2528bc9608,10.0,0.07225,/dataset_seg/7598f6df-e43f-3e2b-a269-4f2528bc9608.npz,peel vegetable,/smartphone/1637466857776.npz,,45.689772342403664
925645cb-985e-3370-a724-61bef501a38d,7.18,0.08391364902506963,/dataset_seg/925645cb-985e-3370-a724-61bef501a38d.npz,peel vegetable,/smartphone/1637466857776.npz,,55.908826342403664
1181d3af-e5c4-3d79-9a0e-51a07be154cd,10.0,0.07525,/dataset_seg/1181d3af-e5c4-3d79-9a0e-51a07be154cd.npz,chop fruit,/smartphone/1637466857776.npz,,60.08915334240366
3a0a0fc3-0f77-350d-afa0-eeb13c5779b8,10.0,0.0755,/dataset_seg/3a0a0fc3-0f77-350d-afa0-eeb13c5779b8.npz,chop fruit,/smartphone/1637466857776.npz,,70.34183834240366
4d7664b8-4696-3f0c-b2a1-7d14d3988219,10.0,0.08975,/dataset_seg/4d7664b8-4696-3f0c-b2a1-7d14d3988219.npz,chop fruit,/smartphone/1637466857776.npz,,82.18227134240367
1a0abfce-4ef8-3c3a-9bee-0a22da78931e,10.0,0.07625,/dataset_seg/1a0abfce-4ef8-3c3a-9bee-0a22da78931e.npz,chop fruit,/smartphone/1637466857776.npz,,94.58230234240366
ea449f14-99a4-3049-99a5-d8660383ba84,10.0,0.06475,/dataset_seg/ea449f14-99a4-3049-99a5-d8660383ba84.npz,chop fruit,/smartphone/1637466857776.npz,,106.38235934240366
47c154c9-4aab-3165-ae4a-a6db3b409c98,5.84,0.0646404109589041,/dataset_seg/47c154c9-4aab-3165-ae4a-a6db3b409c98.npz,put knife somewhere,/smartphone/1637466857776.npz,,114.56072034240367
e8a69f87-a7b0-3098-9c7d-674c88ef75cb,3.96,0.06502525252525253,/dataset_seg/e8a69f87-a7b0-3098-9c7d-674c88ef75cb.npz,turn on faucet,/smartphone/1637466857776.npz,,117.40060034240366
662610b4-39eb-3fb8-a4ec-b5d7c1e66bfa,4.2,0.06726190476190476,/dataset_seg/662610b4-39eb-3fb8-a4ec-b5d7c1e66bfa.npz,wash food,/smartphone/1637466857776.npz,,118.36070934240367
2b977957-7164-36af-b381-ac86261ac0ad,10.0,0.06425,/dataset_seg/2b977957-7164-36af-b381-ac86261ac0ad.npz,turn off faucet,/smartphone/1637466857776.npz,,119.56067134240367
2d722654-1c80-391d-848c-8164b08a6757,6.82,0.06634897360703812,/dataset_seg/2d722654-1c80-391d-848c-8164b08a6757.npz,take plate from somewhere,/smartphone/1637466857776.npz,,127.46070934240367
2eeedf49-57f3-32de-b8c4-7c9cb51409a0,10.0,0.079,/dataset_seg/2eeedf49-57f3-32de-b8c4-7c9cb51409a0.npz,chop fruit,/smartphone/1637466857776.npz,,131.28071734240368
00e8a83f-0cae-3b3b-bd8d-ddbbfbc9805d,10.0,0.07325,/dataset_seg/00e8a83f-0cae-3b3b-bd8d-ddbbfbc9805d.npz,chop fruit,/smartphone/1637466857776.npz,,141.50117934240367
190e2726-6894-3393-868c-cac39470aac2,10.0,0.0715,/dataset_seg/190e2726-6894-3393-868c-cac39470aac2.npz,chop fruit,/smartphone/1637466857776.npz,,154.02112534240365
3cfab726-7cea-3a12-9715-9bf45a907814,5.05,0.07871287128712871,/dataset_seg/3cfab726-7cea-3a12-9715-9bf45a907814.npz,chop fruit,/smartphone/1637466857776.npz,,164.24099434240367
